# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_FIRST_OCCURRENCE 364 2 25473 2081 13513076 3 ./16/disk/MSCDEX.EXE
DUPTYPE_WITHIN_SAME_TREE -364 2 25473 2081 13514114 3 ./94/disk/MSCDEX.EXE
DUPTYPE_FIRST_OCCURRENCE 1773 3 27648 2081 13513463 3 ./34/disk/ADRESSEN/AD221095.XLS
DUPTYPE_WITHIN_SAME_TREE -1773 3 27648 2081 13513989 3 ./86/disk/ADRESSEN/AD221095.XLS
DUPTYPE_FIRST_OCCURRENCE 1634 3 27704 2081 13515527 3 ./214/disk/ZIP/PERTBLGX.ZIP
DUPTYPE_WITHIN_SAME_TREE -1634 3 27704 2081 13515577 3 ./215/disk/ZIP/PERTBLGX.ZIP
DUPTYPE_FIRST_OCCURRENCE 363 2 29815 2081 13513075 3 ./16/disk/MODE.COM
DUPTYPE_WITHIN_SAME_TREE -363 2 29815 2081 13514112 3 ./94/disk/MODE.COM
DUPTYPE_FIRST_OCCURRENCE 1303 3 30886 2081 13514512 3 ./124/disk/Themendossier/sucht.jpg
DUPTYPE_WITHIN_SAME_TREE -1303 3 30886 2081 13513871 3 ./83/disk/Themendossier/sucht.jpg
DUPTYPE_FIRST_OCCURRENCE 1608 3 31405 2081 13515505 3 ./214/disk/LODERUNN.ER!/LODE
DUPTYPE_WITHIN_SAME_TREE -1608 3 31405 2081 13515555 3 ./215/disk/LODERUNN.ER!/LODE
DUPTYPE_FIRST_OCCURRENCE 1304 3 31415 2081 13514511 3 ./124/disk/Themendossier/zigi.jpg
DUPTYPE_WITHIN_SAME_TREE -1304 3 31415 2081 13513870 3 ./83/disk/Themendossier/zigi.jpg
DUPTYPE_FIRST_OCCURRENCE 570 2 32768 2081 13515025 3 ./182/disk/PICPAK2.Z
DUPTYPE_WITHIN_SAME_TREE -570 2 32768 2081 13515030 3 ./183/disk/PICPAK2.Z
DUPTYPE_FIRST_OCCURRENCE 359 2 33447 2081 13513072 3 ./16/disk/HIMEM.SYS
DUPTYPE_WITHIN_SAME_TREE -359 2 33447 2081 13512707 3 ./3/disk/HIMEM.SYS
DUPTYPE_FIRST_OCCURRENCE 180 2 34283 2081 13514476 3 ./119/disk/LHA.EXE
DUPTYPE_WITHIN_SAME_TREE -180 3 34283 2081 13515378 3 ./208/disk/LHA/LHA.EXE
DUPTYPE_FIRST_OCCURRENCE 362 2 34566 2081 13513074 3 ./16/disk/KEYBOARD.SYS
DUPTYPE_WITHIN_SAME_TREE -362 2 34566 2081 13512711 3 ./3/disk/KEYBOARD.SYS
DUPTYPE_FIRST_OCCURRENCE 1716 3 35840 2081 13513332 3 ./30/disk/BMA/ORZGB2.XLS
DUPTYPE_WITHIN_SAME_TREE -1716 3 35840 2081 13513369 3 ./31/disk/BMA/ORZGB2.XLS
DUPTYPE_FIRST_OCCURRENCE 1810 3 39895 2081 13513434 3 ./34/disk/PFADI/FLILIE.DRW
DUPTYPE_WITHIN_SAME_TREE -1810 3 39895 2081 13513960 3 ./86/disk/PFADI/FLILIE.DRW
DUPTYPE_WITHIN_SAME_TREE -1810 3 39895 2081 13513885 3 ./84/disk/PFADI/FLILIE.DRW
DUPTYPE_FIRST_OCCURRENCE 805 2 39936 2081 13513246 3 ./22/disk/01MELODY.CMP
DUPTYPE_WITHIN_SAME_TREE -805 2 39936 2081 13513251 3 ./22/disk/02RAVERS.CMP
DUPTYPE_WITHIN_SAME_TREE -805 2 39936 2081 13513256 3 ./22/disk/03000001.CMP
DUPTYPE_FIRST_OCCURRENCE 1625 3 40545 2081 13515518 3 ./214/disk/ZIP/GROBED.ZIP
DUPTYPE_WITHIN_SAME_TREE -1625 3 40545 2081 13515568 3 ./215/disk/ZIP/GROBED.ZIP
DUPTYPE_FIRST_OCCURRENCE 366 2 41302 2081 13513077 3 ./16/disk/OAKCDROM.SYS
DUPTYPE_WITHIN_SAME_TREE -366 2 41302 2081 13512709 3 ./3/disk/OAKCDROM.SYS
DUPTYPE_FIRST_OCCURRENCE 1313 3 42061 2081 13512996 3 ./14/disk/2001/___.txt
DUPTYPE_WITHIN_SAME_TREE -1313 3 42061 2081 13513030 3 ./15/disk/2001/___.txt
DUPTYPE_FIRST_OCCURRENCE 1523 3 42283 2081 13515373 3 ./208/disk/LANDMARK/LMST-PCP.EXE
DUPTYPE_WITHIN_SAME_TREE -1523 3 42283 2081 13515462 3 ./210/disk/LANDMARK/LMST-PCP.EXE
DUPTYPE_FIRST_OCCURRENCE 1717 3 43008 2081 13513334 3 ./30/disk/BMA/ORZGB3.XLS
DUPTYPE_WITHIN_SAME_TREE -1717 3 43008 2081 13513371 3 ./31/disk/BMA/ORZGB3.XLS
DUPTYPE_FIRST_OCCURRENCE 1813 3 43055 2081 13513437 3 ./34/disk/PFADI/LILIE1.DRW
DUPTYPE_WITHIN_SAME_TREE -1813 3 43055 2081 13513963 3 ./86/disk/PFADI/LILIE1.DRW
DUPTYPE_WITHIN_SAME_TREE -1813 3 43055 2081 13513888 3 ./84/disk/PFADI/LILIE1.DRW
DUPTYPE_FIRST_OCCURRENCE 1169 2 57344 2081 13514072 3 ./91/disk/LEXIQU01.XLS
DUPTYPE_WITHIN_SAME_TREE -1169 3 57344 2081 13515308 3 ./202/disk/SCHULE/LEXIQU01.XLS
DUPTYPE_FIRST_OCCURRENCE 1632 3 59896 2081 13515525 3 ./214/disk/ZIP/PCHP10.ZIP
DUPTYPE_WITHIN_SAME_TREE -1632 3 59896 2081 13515575 3 ./215/disk/ZIP/PCHP10.ZIP
DUPTYPE_FIRST_OCCURRENCE 312 2 63837 2081 13514726 3 ./149/disk/AWE32DRV.ZIP
DUPTYPE_WITHIN_SAME_TREE -312 3 63837 2081 13514206 3 ./99/disk/AWE32C/AWE32DRV.ZIP
DUPTYPE_FIRST_OCCURRENCE 358 2 64425 2081 13513071 3 ./16/disk/FLASHPT.SYS
DUPTYPE_WITHIN_SAME_TREE -358 2 64425 2081 13512703 3 ./3/disk/FLASHPT.SYS
DUPTYPE_FIRST_OCCURRENCE 163 2 64956 2081 13514449 3 ./114/disk/FDISK.EXE
DUPTYPE_WITHIN_SAME_TREE -163 2 64956 2081 13514110 3 ./94/disk/FDISK.EXE
DUPTYPE_WITHIN_SAME_TREE -163 2 64956 2081 13514816 3 ./201/disk/FDISK.EXE
DUPTYPE_WITHIN_SAME_TREE -163 2 64956 2081 13513069 3 ./16/disk/FDISK.EXE
DUPTYPE_FIRST_OCCURRENCE 1519 3 67769 2081 13515368 3 ./208/disk/CORE/CORE.EXE
DUPTYPE_WITHIN_SAME_TREE -1519 3 67769 2081 13515470 3 ./210/disk/CORE/CORE.EXE
DUPTYPE_FIRST_OCCURRENCE 162 2 69079 2081 13514442 3 ./114/disk/DRVSPACE.BIN
DUPTYPE_WITHIN_SAME_TREE -162 2 69079 2081 13514104 3 ./94/disk/DRVSPACE.BIN
DUPTYPE_WITHIN_SAME_TREE -162 2 69079 2081 13514815 3 ./201/disk/DRVSPACE.BIN
DUPTYPE_WITHIN_SAME_TREE -162 2 69079 2081 13513065 3 ./16/disk/DRVSPACE.BIN
DUPTYPE_WITHIN_SAME_TREE -162 2 69079 2081 13513217 3 ./20/disk/DRVSPACE.BIN
DUPTYPE_FIRST_OCCURRENCE 1624 3 76893 2081 13515517 3 ./214/disk/ZIP/FAQ301.ZIP
DUPTYPE_WITHIN_SAME_TREE -1624 3 76893 2081 13515567 3 ./215/disk/ZIP/FAQ301.ZIP
DUPTYPE_FIRST_OCCURRENCE 313 2 77371 2081 13514727 3 ./149/disk/AWE32SBK.ZIP
DUPTYPE_WITHIN_SAME_TREE -313 3 77371 2081 13514186 3 ./99/disk/MAKE_SBK/AWE32SBK.ZIP
DUPTYPE_FIRST_OCCURRENCE 1131 2 79113 2081 13510615 3 ./8/disk/INSTALL.EXE
DUPTYPE_WITHIN_SAME_TREE -1131 2 79113 2081 13512563 3 ./9/disk/INSTALL.EXE
DUPTYPE_FIRST_OCCURRENCE 2093 3 80064 2081 13514190 3 ./99/disk/MAKE_SBK/SBKMAKE.EXE
DUPTYPE_WITHIN_SAME_TREE -2093 4 80064 2081 13514185 3 ./99/disk/MAKE_SBK/SAMPLES/SBKMAKE.EXE
DUPTYPE_FIRST_OCCURRENCE 1638 3 81863 2081 13515531 3 ./214/disk/ZIP/RPL48V20.ZIP
DUPTYPE_WITHIN_SAME_TREE -1638 3 81863 2081 13515581 3 ./215/disk/ZIP/RPL48V20.ZIP
DUPTYPE_FIRST_OCCURRENCE 91 2 91136 2081 13514346 3 ./110/disk/01260497.CMB
DUPTYPE_WITHIN_SAME_TREE -91 2 91136 2081 13512830 3 ./56/disk/01150397.CMB
DUPTYPE_WITHIN_SAME_TREE -91 2 91136 2081 13512878 3 ./58/disk/02VIS_03.CMB
DUPTYPE_WITHIN_SAME_TREE -91 2 91136 2081 13514355 3 ./110/disk/02151997.CMB
DUPTYPE_WITHIN_SAME_TREE -91 2 91136 2081 13512864 3 ./58/disk/011_____.CMB
DUPTYPE_WITHIN_SAME_TREE -91 2 91136 2081 13513698 3 ./55/disk/01PIANO_.CMB
DUPTYPE_WITHIN_SAME_TREE -91 2 91136 2081 13513707 3 ./55/disk/02131297.CMB
DUPTYPE_WITHIN_SAME_TREE -91 2 91136 2081 13513671 3 ./53/disk/01310397.CMB
DUPTYPE_WITHIN_SAME_TREE -91 2 91136 2081 13515097 3 ./187/disk/0120_2_7.CMB
DUPTYPE_WITHIN_SAME_TREE -91 2 91136 2081 13514732 3 ./150/disk/04SNTHZ2.CMB
DUPTYPE_WITHIN_SAME_TREE -91 2 91136 2081 13513598 3 ./51/disk/0110_O_C.CMB
DUPTYPE_FIRST_OCCURRENCE 1119 2 94275 2081 13513804 3 ./68/disk/claudine_mail_traffic.txt
DUPTYPE_WITHIN_SAME_TREE -1119 3 94275 2081 13512997 3 ./14/disk/2001/claudine_mail_traffic.txt
DUPTYPE_FIRST_OCCURRENCE 160 2 96360 2081 13514443 3 ./114/disk/COMMAND.COM
DUPTYPE_WITHIN_SAME_TREE -160 2 96360 2081 13514814 3 ./201/disk/COMMAND.COM
DUPTYPE_WITHIN_SAME_TREE -160 2 96360 2081 13514103 3 ./94/disk/COMMAND.COM
DUPTYPE_WITHIN_SAME_TREE -160 2 96360 2081 13512705 3 ./3/disk/COMMAND.COM
DUPTYPE_FIRST_OCCURRENCE 348 2 96370 2081 13513053 3 ./16/disk/COMMAND.COM
DUPTYPE_WITHIN_SAME_TREE -348 2 96370 2081 13513207 3 ./20/disk/COMMAND.COM
DUPTYPE_FIRST_OCCURRENCE 934 2 113664 2081 13513310 3 ./29/disk/WÖRTER01.XLS
DUPTYPE_WITHIN_SAME_TREE -934 2 113664 2081 13514063 3 ./91/disk/WÖRTER01.XLS
DUPTYPE_FIRST_OCCURRENCE 83 2 114631 2081 13514329 3 ./107/disk/EZ.EXE
DUPTYPE_WITHIN_SAME_TREE -83 2 114631 2081 13515349 3 ./206/disk/EZ.EXE
DUPTYPE_FIRST_OCCURRENCE 87 2 117776 2081 13514331 3 ./107/disk/SETUP.EXE
DUPTYPE_WITHIN_SAME_TREE -87 2 117776 2081 13515351 3 ./206/disk/SETUP.EXE
DUPTYPE_FIRST_OCCURRENCE 961 2 118476 2081 13513393 3 ./33/disk/98:Image  4 Kopie
DUPTYPE_WITHIN_SAME_TREE -961 3 118476 2081 13513397 3 ./33/disk/Trash/98:Image  4 Kopie 1
DUPTYPE_FIRST_OCCURRENCE 1546 3 136668 2081 13515401 3 ./208/disk/SI/SI.EXE
DUPTYPE_WITHIN_SAME_TREE -1546 3 136668 2081 13515459 3 ./210/disk/SI/SI.EXE
DUPTYPE_FIRST_OCCURRENCE 1516 3 161984 2081 13515365 3 ./208/disk/CHECKIT/CHECKIT.OVL
DUPTYPE_WITHIN_SAME_TREE -1516 3 161984 2081 13515468 3 ./210/disk/CHECKIT/CHECKIT.OVL
DUPTYPE_FIRST_OCCURRENCE 720 2 222390 2081 13514812 3 ./201/disk/IO.SYS
DUPTYPE_WITHIN_SAME_TREE -720 2 222390 2081 13514101 3 ./94/disk/IO.SYS
DUPTYPE_WITHIN_SAME_TREE -720 2 222390 2081 13512693 3 ./3/disk/IO.SYS
DUPTYPE_FIRST_OCCURRENCE 360 2 222390 2081 13513051 3 ./16/disk/IO.SYS
DUPTYPE_WITHIN_SAME_TREE -360 2 222390 2081 13513205 3 ./20/disk/IO.SYS
DUPTYPE_FIRST_OCCURRENCE 317 2 262144 2081 13514731 3 ./150/disk/03SNTHZ2.TM
DUPTYPE_WITHIN_SAME_TREE -317 2 262144 2081 13514740 3 ./150/disk/04SNTHZ2.TM
DUPTYPE_FIRST_OCCURRENCE 108 2 262144 2081 13514354 3 ./110/disk/02151997.TM
DUPTYPE_WITHIN_SAME_TREE -108 2 262144 2081 13513597 3 ./51/disk/0110_O_C.TM
DUPTYPE_FIRST_OCCURRENCE 1791 3 295041 2081 13513420 3 ./34/disk/ELEKTRON/ALT&BAK.ZIP
DUPTYPE_WITHIN_SAME_TREE -1791 3 295041 2081 13513946 3 ./86/disk/ELEKTRON/ALT&BAK.ZIP
DUPTYPE_FIRST_OCCURRENCE 469 2 909312 2081 13515006 3 ./177/disk/CPBACKUP.004
DUPTYPE_WITHIN_SAME_TREE -469 2 909312 2081 13515009 3 ./178/disk/CPBACKUP.004
# end of file
